EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,END_DATE,END_TIME,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER
5367221,KINGS CO.,CORCORAN,07/30/2003,1145,Lightning, , ,0,0,0,0,CA,PST, ,1156037,C,31,HNX,0,0,OFFICIAL NWS OBS., , , , , , , ,CORCORAN,07/30/2003,1145, , , , ,"","A west-to-east line of convection developed over the Kings-Tulare-Kern County line through the Southern San Joaquin Valley by 11 AM PDT on the 30th. Monsoonal moisture aloft from the east in combination with high surface heating brought lightning over the southwest portion of Tulare County in and around Delano. Over the next couple of hours the line slowly translated north with a center of lightning activity ending at Corcoran in Kings County around 1 PM PDT.",102
5369447,SAN BERNARDINO CO.,BIG BEAR CITY,08/14/2003,1300,Lightning, , ,0,0,0,0,CA,PST, ,1160178,C,71,SGX,0,0,NEWSPAPER, , , ,6,E,6,E,BIG BEAR CITY,08/18/2003,900, , , , ,"","Lightning started a wildfire in the San Bernardino National forest. Steep terrain hampered fire fighting efforts, but after four days it still posed no threat to public safety.",103
5333444,TULARE CO.,PORTERVILLE,08/20/2003,2013,Lightning, , ,0,0,0,40000,CA,PST, ,1161738,C,107,HNX,0,0,NEWSPAPER, , , ,3,SW,3,SW,PORTERVILLE,08/20/2003,2013, , , , ,"","High wind from a thunderstorm led to power transmission line damage, subsequent power outage, and reports from spotters of visibility restrictions from blowing dust in the Lindsay area on the 20th due to a collapsing thunderstorm cell. A lightning strike ignited a stack of 800 bales of hay southwest of Porterville as well as two other locations within the city limits of Porterville.",104
5333446,TULARE CO.,PORTERVILLE,08/20/2003,2056,Lightning, , ,0,0,1000,0,CA,PST, ,1161738,C,107,HNX,0,0,NEWSPAPER, , , ,1,N,1,N,PORTERVILLE,08/20/2003,2056, , , , ,"","High wind from a thunderstorm led to power transmission line damage, subsequent power outage, and reports from spotters of visibility restrictions from blowing dust in the Lindsay area on the 20th due to a collapsing thunderstorm cell. A lightning strike ignited a stack of 800 bales of hay southwest of Porterville as well as two other locations within the city limits of Porterville.",105
5333447,TULARE CO.,PORTERVILLE,08/20/2003,2127,Lightning, , ,0,0,1000,0,CA,PST, ,1161738,C,107,HNX,0,0,NEWSPAPER, , , ,1,W,1,W,PORTERVILLE,08/20/2003,2127, , , , ,"","High wind from a thunderstorm led to power transmission line damage, subsequent power outage, and reports from spotters of visibility restrictions from blowing dust in the Lindsay area on the 20th due to a collapsing thunderstorm cell. A lightning strike ignited a stack of 800 bales of hay southwest of Porterville as well as two other locations within the city limits of Porterville.",106
5369456,RIVERSIDE CO.,SAGE,08/24/2003,530,Lightning, , ,0,0,20000,0,CA,PST, ,1160187,C,65,SGX,0,0,LAW ENFORCEMENT, , , , , , , ,HEMET,08/24/2003,745, , , , ,"","Lightning associated with pre-dawn thunderstorms struck a house, setting the roof afire and a palm tree. Wind gusts to 34 mph and heavy rain were also observed, which led to minor urban flooding.",107
5369443,SAN DIEGO CO.,ALPINE,08/24/2003,1245,Lightning, , ,0,0,0,0,CA,PST, ,1160174,C,73,SGX,0,0,NEWSPAPER, , , ,5,SE, , ,PALOMAR MTN,08/24/2003,1600, , , , ,"","Three separate brush fires were started by lightning, burning a total of 10 acres. Heavy rains from thunderstorms quickly extinguished them.",108
5369521,SAN BERNARDINO CO.,HESPERIA,08/24/2003,1400,Lightning, , ,0,0,2000,0,CA,PST, ,1160194,C,71,SGX,0,0,NEWSPAPER, , , ,3,W,3,W,HESPERIA,08/24/2003,1400, , , , ,"","Lightning struck a house, causing minor damage to the roof.",109
5332494,MARIPOSA CO.,COUNTYWIDE,08/26/2003,30,Lightning, , ,0,0,0,0,CA,PST, ,1161723,C,43,HNX,0,0,OFFICIAL NWS OBS., , , , , , , ,COUNTYWIDE,08/26/2003,530, , , , ,"","Another surge of monsoonal moisture from the remnants of Hurricane Ignacio brought thunderstorm activity to the deserts and higher terrain of Interior Central California. With east to southeast wind flow aloft, thunderstorms developed and moved over the Central and Southern San Joaquin Valley early on the morning of the 26th. Many lightning strikes again occurred. Infrequently occurring, the Central San Joaquin Valley began taking lightning strikes by 0200 PST and continuing heavily from Mariposa County south through Madera County and west to Merced County through 0430 PST. Additional lightning activity began in earnest on the west side of Fresno County at 0430 PST with a pocket of lightning activity in the Bakersfield Metropolitan area near dawn. Over 300 lightning strikes occurred in the 6-county area of Interior Central California from 0400 to 0500 PST alone. Merced County fire crews responded to over 14 lightning-caused fires on the Valley floor and resulted in loss of power to over 3500 customers in the Merced/Atwater area.",110
5332495,MERCED CO.,COUNTYWIDE,08/26/2003,100,Lightning, , ,0,0,0,0,CA,PST, ,1161723,C,47,HNX,0,0,OFFICIAL NWS OBS., , , , , , , ,COUNTYWIDE,08/26/2003,530, , , , ,"","Another surge of monsoonal moisture from the remnants of Hurricane Ignacio brought thunderstorm activity to the deserts and higher terrain of Interior Central California. With east to southeast wind flow aloft, thunderstorms developed and moved over the Central and Southern San Joaquin Valley early on the morning of the 26th. Many lightning strikes again occurred. Infrequently occurring, the Central San Joaquin Valley began taking lightning strikes by 0200 PST and continuing heavily from Mariposa County south through Madera County and west to Merced County through 0430 PST. Additional lightning activity began in earnest on the west side of Fresno County at 0430 PST with a pocket of lightning activity in the Bakersfield Metropolitan area near dawn. Over 300 lightning strikes occurred in the 6-county area of Interior Central California from 0400 to 0500 PST alone. Merced County fire crews responded to over 14 lightning-caused fires on the Valley floor and resulted in loss of power to over 3500 customers in the Merced/Atwater area.",111
5332496,MADERA CO.,COUNTYWIDE,08/26/2003,130,Lightning, , ,0,0,0,0,CA,PST, ,1161723,C,39,HNX,0,0,OFFICIAL NWS OBS., , , , , , , ,COUNTYWIDE,08/26/2003,530, , , , ,"","Another surge of monsoonal moisture from the remnants of Hurricane Ignacio brought thunderstorm activity to the deserts and higher terrain of Interior Central California. With east to southeast wind flow aloft, thunderstorms developed and moved over the Central and Southern San Joaquin Valley early on the morning of the 26th. Many lightning strikes again occurred. Infrequently occurring, the Central San Joaquin Valley began taking lightning strikes by 0200 PST and continuing heavily from Mariposa County south through Madera County and west to Merced County through 0430 PST. Additional lightning activity began in earnest on the west side of Fresno County at 0430 PST with a pocket of lightning activity in the Bakersfield Metropolitan area near dawn. Over 300 lightning strikes occurred in the 6-county area of Interior Central California from 0400 to 0500 PST alone. Merced County fire crews responded to over 14 lightning-caused fires on the Valley floor and resulted in loss of power to over 3500 customers in the Merced/Atwater area.",112
5332497,FRESNO CO.,COUNTYWIDE,08/26/2003,430,Lightning, , ,0,0,0,0,CA,PST, ,1161723,C,19,HNX,0,0,OFFICIAL NWS OBS., , , , , , , ,COUNTYWIDE,08/26/2003,630, , , , ,"","Another surge of monsoonal moisture from the remnants of Hurricane Ignacio brought thunderstorm activity to the deserts and higher terrain of Interior Central California. With east to southeast wind flow aloft, thunderstorms developed and moved over the Central and Southern San Joaquin Valley early on the morning of the 26th. Many lightning strikes again occurred. Infrequently occurring, the Central San Joaquin Valley began taking lightning strikes by 0200 PST and continuing heavily from Mariposa County south through Madera County and west to Merced County through 0430 PST. Additional lightning activity began in earnest on the west side of Fresno County at 0430 PST with a pocket of lightning activity in the Bakersfield Metropolitan area near dawn. Over 300 lightning strikes occurred in the 6-county area of Interior Central California from 0400 to 0500 PST alone. Merced County fire crews responded to over 14 lightning-caused fires on the Valley floor and resulted in loss of power to over 3500 customers in the Merced/Atwater area.",113
5332498,KERN CO.,COUNTYWIDE,08/26/2003,430,Lightning, , ,0,0,0,0,CA,PST, ,1161723,C,29,HNX,0,0,OFFICIAL NWS OBS., , , , , , , ,COUNTYWIDE,08/26/2003,730, , , , ,"","Another surge of monsoonal moisture from the remnants of Hurricane Ignacio brought thunderstorm activity to the deserts and higher terrain of Interior Central California. With east to southeast wind flow aloft, thunderstorms developed and moved over the Central and Southern San Joaquin Valley early on the morning of the 26th. Many lightning strikes again occurred. Infrequently occurring, the Central San Joaquin Valley began taking lightning strikes by 0200 PST and continuing heavily from Mariposa County south through Madera County and west to Merced County through 0430 PST. Additional lightning activity began in earnest on the west side of Fresno County at 0430 PST with a pocket of lightning activity in the Bakersfield Metropolitan area near dawn. Over 300 lightning strikes occurred in the 6-county area of Interior Central California from 0400 to 0500 PST alone. Merced County fire crews responded to over 14 lightning-caused fires on the Valley floor and resulted in loss of power to over 3500 customers in the Merced/Atwater area.",114
5369518,SAN BERNARDINO CO.,BIG BEAR CITY,08/28/2003,1000,Lightning, , ,0,0,40000,0,CA,PST, ,1160191,C,71,SGX,0,0,NEWSPAPER, , , , , , , ,BIG BEAR CITY,08/28/2003,1300, , , , ,"","A brush fire consumed 7 acres in the area adjacent to the Oak Ridge Estates. No homes or structures were lost and no one was injured. Lightning caused phone and power outages in the Big Bear Lake area earlier this day, and may have been the cause of this fire.",115
5337479,SAN DIEGO CO.,SANTA YSABEL,09/02/2003,1455,Lightning, , ,0,0,0,0,CA,PST, ,1162355,C,73,SGX,0,0,NEWSPAPER, , , ,3,SE,4,E,LA MESA,09/02/2003,1505, , , , ,"","Lightning started six separate fires, but fire fighters and heavy rains put them out before any major damage occurred.",116
5337817,TULARE CO.,JOHNSONDALE,09/02/2003,2200,Lightning, , ,0,0,0,0,CA,PST, ,1162955,C,107,HNX,0,0,NEWSPAPER, , , , , , , ,CALIFORNIA HOT SPGS,09/02/2003,2300, , , , ,"","A large amount of convective activity developed in the Kern Desert areas late in the afternoon of the 2nd. Spotter reports indicated at least a couple of microbursts in and around Edwards AFB just before 5 PM PST as some minor damage was reported in Rosamond and strong, gusty winds occurred later at meso-net sites northwest and north of Edwards. Nearly 50 lightning strikes were reported as thunderstorm activity moved from the Kern Deserts into the Kern Mountains and Tulare County Mountains by late evening. Over 14 fires were started by lightning strikes on the 2nd and 3rd of September in the Sequoia-Kings National Park area of the Tulare County Mountains.",117
5337818,TULARE CO.,SEQUOIA NATIONAL PAR,09/03/2003,0,Lightning, , ,0,0,0,0,CA,PST, ,1162955,C,107,HNX,0,0,NEWSPAPER, , , , , , , ,SEQUOIA NATIONAL PAR,09/03/2003,600, , , , ,"","A large amount of convective activity developed in the Kern Desert areas late in the afternoon of the 2nd. Spotter reports indicated at least a couple of microbursts in and around Edwards AFB just before 5 PM PST as some minor damage was reported in Rosamond and strong, gusty winds occurred later at meso-net sites northwest and north of Edwards. Nearly 50 lightning strikes were reported as thunderstorm activity moved from the Kern Deserts into the Kern Mountains and Tulare County Mountains by late evening. Over 14 fires were started by lightning strikes on the 2nd and 3rd of September in the Sequoia-Kings National Park area of the Tulare County Mountains.",118
5374871,SISKIYOU CO.,COUNTYWIDE,09/03/2003,1200,Lightning, , ,0,0,0,0,CA,PST, ,1162212,C,93,MFR,0,0,OFFICIAL NWS OBS., , , , , , , ,COUNTYWIDE,09/03/2003,2045, , , , ,"See below.","A Red Flag Warning was issued for all of southern Oregon due to a line of thunderstorms approaching from the south containing dry lightning.  The line weakened before arrival, but a number of strikes did occur over northern California.  However, verification was marginal as the lightning strikes may have not been widespread enough to verify the Red Flag Warning.",119
5374872,MODOC CO.,COUNTYWIDE,09/03/2003,1200,Lightning, , ,0,0,0,0,CA,PST, ,1162212,C,49,MFR,0,0,OFFICIAL NWS OBS., , , , , , , ,COUNTYWIDE,09/03/2003,2045, , , , ,"","A Red Flag Warning was issued for all of southern Oregon due to a line of thunderstorms approaching from the south containing dry lightning.  The line weakened before arrival, but a number of strikes did occur over northern California.  However, verification was marginal as the lightning strikes may have not been widespread enough to verify the Red Flag Warning.",120
5337820,KERN CO.,DEMOCRAT SPGS,09/03/2003,1646,Lightning, , ,0,0,0,0,CA,PST, ,1162956,C,29,HNX,0,0,FIRE DEPT/RESCUE SQUAD, , , , , , , ,DEMOCRAT SPGS,09/03/2003,1715, , , , ,"","During the late afternoon of the 3rd convective activity brought a variety of threatening weather to the Lake Isabella area of Kern County and northward into the Tulare County Mountains. A severe thunderstorm with radar reflectivity of 70 dBz and a VIL of 53 hailed and damaged cars at the town of Lake Isabella. Dry lightning strikes occurred to the west of town near Democrat and rock slides occurred onto the road north of Kernville due to locally heavy rains. Urban and small stream flooding caused damage to a house in Bodfish, water ponded uniformly 2 inches deep in Lake Isabella, and roads were closed southeast of Weldon due to water on the roadway.",121
5337801,SAN BERNARDINO CO.,PHELAN,09/04/2003,1230,Lightning, , ,0,0,20000,0,CA,PST, ,1162362,C,71,SGX,0,0,NEWSPAPER, , , ,1,S,2,S,PHELAN,09/04/2003,1300, , , , ,"","Flash flooding was observed in Yucca Valley and Phelan. Lightning from the same thunderstorms also struck two power poles and started small brush fires in Phelan.",122
5332373,TULARE CO.,VISALIA,12/05/2003,1648,Lightning, , ,0,0,0,0,CA,PST, ,1164926,C,107,HNX,0,0,TRAINED SPOTTER, , , ,2,SW,2,SW,VISALIA,12/05/2003,1648, , , , ,"","",123
5328278,SAN BERNARDINO CO.,YUCAIPA,12/11/2003,1400,Lightning, , ,0,1,0,0,CA,PST, ,1165243,C,71,SGX,0,0,NEWSPAPER, , , , , , , ,REDLANDS,12/11/2003,1533, , , , ,"","High surf, in excess of 8 feet broke over the Ocean Beach pier. Wind gusts in excess of 45 mph also broke power poles and downed trees along the San Diego County Coast, the Inland Empire, and the Coachella Valley. A lightning strike near a soccer game caused a minor injury to an 18 year old male spectator.",124
5387136,LOS ANGELES CO.,SOUTH PASADENA,02/20/2004,1315,Lightning, , ,0,0,0,0,CA,PST, ,1166729,C,37,LOX,0,0,NEWSPAPER, , , , , , , ,SOUTH PASADENA,02/20/2004,1315, , , , ,"","Lightning struck an 80 foot tree in the South Pasadena area. The tree exploded, sending debris into several homes. No injuries were reported.",125
5393401,SAN DIEGO CO.,ESCONDIDO,03/02/2004,1600,Lightning, , ,0,0,15000,0,CA,PST, ,1168733,C,73,SGX,0,0,NEWSPAPER, , , ,3,SE,3,SE,ESCONDIDO,03/02/2004,1600, , , , ,"","Another Winter Storm brought heavy rain to Southern California. Mudslides and flash flooding occured in the burned aras of north and east San Diego County. Minor flooding occurred in Riverside County. In San Bernardino County, a rock slide blocked State Route 18 about 7 miles northeast of Big Bear City. Thunderstorms also caused some lightning and hail damage.",126
5431660,MONO CO.,MAMMOTH LAKES,07/02/2004,1400,Lightning, , ,0,1,0,0,CA,PST, ,2152343,C,51,REV,0,0,GENERAL PUBLIC, , , , , , , ,MAMMOTH LAKES,07/02/2004,1400, , , , ,"A man was struck by lightning while walking on the outskirts of Mammoth Lakes.  He was injured with burns to his waist, arm, and leg.  He spent the night in the hospital and was released the next day.","",127
5418554,RIVERSIDE CO.,MURRIETA,08/13/2004,830,Lightning, , ,0,0,50000,0,CA,PST, ,1178027,C,65,SGX,0,0,NEWSPAPER, , , , , , , ,MURRIETA,08/13/2004,830, , , , ,"","A house in Murrieta was partially burned when lightning from an early morning round of thunderstorms struck the home. The fire damaged the upstairs bedroom and attic.",128
5418559,SAN BERNARDINO CO.,VICTORVILLE,08/14/2004,1202,Lightning, , ,0,0,0,0,CA,PST, ,1178032,C,71,SGX,0,0,TRAINED SPOTTER, , , ,5,E,5,E,VICTORVILLE,08/14/2004,1202, , , , ,"","Lightning struck a tree causing it to fall onto a limosine, temporarily trapping 15 occupants.",129
5422432,SAN BERNARDINO CO.,LENWOOD,09/10/2004,1945,Lightning, , ,1,1,0,0,CA,PST, ,1179943,C,71,VEF,0,0,TRAINED SPOTTER, , , , , , , ,LENWOOD,09/10/2004,1945, , , , ,"A tow truck driver was in the process of hooking up a winch to a stalled vehicle when lightning struck. The driver of the stalled car was killed and the tow truck driver was taken to the hospital.","",130
5422823,MERCED CO.,(MER)CASTLE AFB,09/19/2004,1700,Lightning, , ,0,0,0,0,CA,PST, ,1180287,C,47,HNX,0,0,NEWSPAPER, , , ,25,NNW,25,NNW,(MER)CASTLE AFB,09/19/2004,1700, , , , ,"A rather significant trof and associated front swung through the North San Joaquin Valley affecting Merced County and points northward on the 19th. Some embedded convection occurred with the front as lightning occurred in the Oakdale area just north of the Merced County Line at 6 PM PDT. More importantly, temperatures dipped significantly below normal in a pattern more closely resembling a winter-type weather pattern than that of the warm season. The Merced Airport reported 1/10th of an inch of rain and lead to some local field flooding and other inconveniences for agricultural operations in the Merced County area.","",131
5437997,SAN BERNARDINO CO.,ONTARIO,01/03/2005,2150,Lightning, , ,0,1,15000,0,CA,PST, ,1184727,C,71,SGX,0,0,NEWSPAPER, , , ,5,S, , ,DEVORE,01/03/2005,2245, , , , ,"","A strong thunderstorm containing small hail and frequent lightning moved northeast from near Norco to Devore before weakening. In Fontana, one lightning strike split a 100-foot tree in half, causing it to fall onto a home. The force of the lightning shattered the homes windows and injured a 24-year-old man.  Homes nearby also sustained broken windows. In addition to windows and trees, lightning brought down power lines as well.",132
5438328,FRESNO CO.,FRESNO,01/26/2005,1530,Lightning, , ,0,0,0,0,CA,PST, ,1184572,C,19,HNX,0,0,OFFICIAL NWS OBS., , , , , , , ,FRESNO,01/26/2005,1630, , , , ,"","Thunderstorm activity on the 26th and 28th resulted in lightning strikes in and around the city of Fresno. Small hail accompanying the convective activity swept through the city of Fresno during the mid-afternoon of the 28th.",133
5438329,FRESNO CO.,(FAT) AIR TERMINAL,01/28/2005,1425,Lightning, , ,0,0,0,0,CA,PST, ,1184572,C,19,HNX,0,0,OFFICIAL NWS OBS., , , ,8,SW, , ,(FAT) AIR TERMINAL,01/28/2005,1511, , , , ,"","Thunderstorm activity on the 26th and 28th resulted in lightning strikes in and around the city of Fresno. Small hail accompanying the convective activity swept through the city of Fresno during the mid-afternoon of the 28th.",134
5440931,FRESNO CO.,SAN JOAQUIN,02/21/2005,1420,Lightning, , ,0,0,0,0,CA,PST, ,1185331,C,19,HNX,0,0,TRAINED SPOTTER, , , ,1,W,1,W,SAN JOAQUIN,02/21/2005,1420, , , , ,"A thunderstorm just west of the small Southwest Fresno County town of San Joaquin was responsible for cloud-to-ground lightning, winds estimated at 40-50 MPH, and half inch hail. No damage was reported in this very rural area.","",135
5442282,MADERA CO.,MADERA,02/21/2005,1540,Lightning, , ,0,0,0,0,CA,PST, ,1185322,C,39,HNX,0,0,NEWSPAPER, , , , , , , ,MADERA,02/21/2005,1540, , , , ,"","Numerous reports of 3/4-inch hail in Fresno and Madera Counties between 1505 and 1715 PST on the 21st along with widespread thunderstorm activity in the Central and South San Joaquin Valley. Lightning struck within the city limits of Madera (West 4th Street between Hilton and Schnoor Avenues) during the afternoon thunderstorm.",136
5442284,KERN CO.,(BFL)MEADOWS FIELD AP,02/23/2005,1417,Lightning, , ,0,0,0,0,CA,PST, ,1185324,C,29,HNX,0,0,OFFICIAL NWS OBS., , , ,5,E,5,E,(BFL)MEADOWS FIELD AP,02/23/2005,1417, , , , ,"Thunderstorm in the vicinity of Meadows Field, Kern County Airport.","",137
5441696,RIVERSIDE CO.,MORENO VALLEY,02/24/2005,1730,Lightning, , ,0,1,0,0,CA,PST, ,1185441,C,65,SGX,0,0,NEWSPAPER, , , , , , , ,MORENO VALLEY,02/24/2005,1730, , , , ,"Thunderstorms in the Inland Empire dropped widespread small hail and produced vivid lightning. A 12 year old girl was taken to the hospital after she was struck by lightning while climbing a metal ladder that was attached to a tree. The girl was thrown 5 feet through the air by the force of the lightning.","",138
5444644,KERN CO.,(NID)NAF CHINA LAKE,03/04/2005,1600,Lightning, , ,0,0,0,0,CA,PST, ,1186439,C,29,HNX,0,0,NEWSPAPER, , , ,4,S,4,S,(NID)NAF CHINA LAKE,03/04/2005,1600, , , , ,"","",139
5444646,KERN CO.,(NID)NAF CHINA LAKE,03/04/2005,1603,Lightning, , ,0,0,0,0,CA,PST, ,1186439,C,29,HNX,0,0,NEWSPAPER, , , ,2,S,2,S,(NID)NAF CHINA LAKE,03/04/2005,1603, , , , ,"","",140
5444645,KERN CO.,(NID)NAF CHINA LAKE,03/04/2005,1605,Lightning, , ,0,0,0,0,CA,PST, ,1186439,C,29,HNX,0,0,NEWSPAPER, , , ,4,S,4,S,(NID)NAF CHINA LAKE,03/04/2005,1605, , , , ,"","",141
5446682,KINGS CO.,LEMOORE,04/28/2005,1225,Lightning, , ,0,0,0,0,CA,PST, ,1188765,C,31,HNX,0,0,GENERAL PUBLIC, , , ,1,W,1,W,LEMOORE,04/28/2005,1225, , , , ,"","Early afternoon thunderstorm activity brought locally heavy rain (0.88"), hail, and reports of funnel clouds around the city of Lemoore.",142
5446565,KINGS CO.,HANFORD MUNI ARPT,04/28/2005,1314,Lightning, , ,0,0,25000,400000,CA,PST, ,1188752,C,31,HNX,0,0,NEWSPAPER, , , ,2,NNW,2,NNW,HANFORD MUNI ARPT,04/28/2005,1314, , , , ,"","Lightning struck within the city limits of Hanford, Kings County, CA, during the severe thunderstorm episode of the 28th. Beside the destroyed oak tree, windows at the home and in the adjacent house were broken by debris resulting from the strike. Reports from the Kings County, Tulare County, and Fresno County Ag Commissioners will summarize the crop damage from the late April and early May rains and hail. The Kings County Ag Commissioner estimated 20% of the cherry crop was damaged by the hail and rain on the 28th.",143
5449180,FRESNO CO.,SELMA,05/09/2005,1050,Lightning, , ,0,0,1000,0,CA,PST, ,1189357,C,19,HNX,0,0,NEWSPAPER, , , , , , , ,SELMA,05/09/2005,1050, , , , ,"","Thunderstorm activity late on the 9th brought a couple of lightning strikes within the city of Selma in Southern Fresno County. Additionally the city reported 0.94" of rain over the 24 hours period ending on the 9th which caused areas of flooding within the city due to ponded water.",144
5449181,FRESNO CO.,SELMA,05/09/2005,1110,Lightning, , ,0,0,1000,0,CA,PST, ,1189357,C,19,HNX,0,0,NEWSPAPER, , , , , , , ,SELMA,05/09/2005,1110, , , , ,"","Thunderstorm activity late on the 9th brought a couple of lightning strikes within the city of Selma in Southern Fresno County. Additionally the city reported 0.94" of rain over the 24 hours period ending on the 9th which caused areas of flooding within the city due to ponded water.",145
5460701,SAN BERNARDINO CO.,BIG BEAR LAKE,07/22/2005,1108,Lightning, , ,0,0,0,0,CA,PST, ,1193683,C,71,SGX,0,0,NEWSPAPER, , , ,4,SW,4,SW,BIG BEAR LAKE,07/22/2005,1500, , , , ,"Lightning sparked a 30-acre brush fire east of Manzanita Flats in Bear Creek. About 200 firefighters, four air tankers, five helicopters, and 13 fire engines were used to fight the fire.","",146
5461747,SAN DIEGO CO.,JULIAN,07/23/2005,100,Lightning, , ,0,0,10000,0,CA,PST, ,1193694,C,73,SGX,0,0,NEWSPAPER, , , , , , , ,VISTA,07/23/2005,600, , , , ,"Lightning sparked about 15 fires across the county and burned 150 acres.","",147
5466622,TULARE CO.,MINERAL KING,07/28/2005,1500,Lightning, , ,2,7,0,0,CA,PST, ,1195968,C,107,HNX,0,0,NEWSPAPER, , , ,15,NE,15,NE,MINERAL KING,07/28/2005,1500, , , , ,"Lightning struck a group of camping Boy Scouts at the 10,700 foot elevation of Sandy Meadow 4 miles west of Mt. Whitney on the John Muir Trail on the 28th. There were 9 individuals struck in a tent that had been erected as shelter from the thunderstorm with one immediate fatality and another critically injured that expired the next day.","",148
5461745,SAN DIEGO CO.,RAMONA,07/31/2005,1222,Lightning, , ,0,0,0,0,CA,PST, ,1193693,C,73,SGX,0,0,FIRE DEPT/RESCUE SQUAD, , , , , , , ,RAMONA,07/31/2005,1222, , , , ,"Lightning ignited 3 fires on Orosco Ridge in the Ramona area. The fires burned 20 acres.","",149
5472547,RIVERSIDE CO.,CATHEDRAL CITY,08/09/2005,1600,Lightning, , ,0,0,5000,0,CA,PST, ,1197763,C,65,SGX,0,0,NEWSPAPER, , , , , , , ,PALM DESERT,08/09/2005,1630, , , , ,"Lightning strikes sparked numerous Palm Tree fires.","August 9th marked the 21st consecutive day with thunderstorms in the San Diego forecast area. A large MCS moved southwest out of Nevada during the morning hours and swept across the San Bernardino, Riverside, and San Diego County deserts that afternoon.  Flash flooding in Yucca Valley damaged vehicles, roads, and signs. More than a dozen people were rescued by fire fighters during the flash flood. The thunderstorm complex continued southward into the Coachella Valley where blowing dust reduced visibility to near zero and strong winds blew down trees. Heavy rains there caused sporadic flooding problems and lightning sparked numerous Palm Tree fires. The MCS went on to cause flash flooding in the Anza Borrego Desert before finally dissipating.",150
5472549,SAN BERNARDINO CO.,APPLE VLY,08/14/2005,1930,Lightning, , ,0,0,0,0,CA,PST, ,1197764,C,71,SGX,0,0,TRAINED SPOTTER, , , , , , , ,PHELAN,08/14/2005,2100, , , , ,"A complex of strong thunderstorms moved westward from near Apple Valley to Phelan during the overnight hours of the 14th. Numerous reports were received from long time residents suggesting that these thunderstorms were the most prolific lightning producers in many years.","",151
5469555,KERN CO.,CALIF CITY CIVIC CTR,08/15/2005,1805,Lightning, , ,0,0,500,0,CA,PST, ,1197211,C,29,HNX,0,0,FIRE DEPT/RESCUE SQUAD, , , , , , , ,CALIF CITY CIVIC CTR,08/15/2005,1805, , , , ,"","A large and severe thunderstorm swept over the southeast portion of Kern County on the 15th bringing hail, lightning, wind, and flooding to the California City area. A tornado was reported south of Edwards AFB barely into Los Angeles County from this thunderstorm. There were numerous lightning strikes in the town of California City. One lightning strike damaged the traffic light in the center of California City and another hit the city water tanks northeast of town. Reports of car damage were received from spotters and the fire department due to the widespread hail.",152
5469556,KERN CO.,CALIF CITY CIVIC CTR,08/15/2005,1810,Lightning, , ,0,0,12000,0,CA,PST, ,1197211,C,29,HNX,0,0,FIRE DEPT/RESCUE SQUAD, , , ,13,NE,13,NE,CALIF CITY CIVIC CTR,08/15/2005,1810, , , , ,"","A large and severe thunderstorm swept over the southeast portion of Kern County on the 15th bringing hail, lightning, wind, and flooding to the California City area. A tornado was reported south of Edwards AFB barely into Los Angeles County from this thunderstorm. There were numerous lightning strikes in the town of California City. One lightning strike damaged the traffic light in the center of California City and another hit the city water tanks northeast of town. Reports of car damage were received from spotters and the fire department due to the widespread hail.",153
5474960,SAN DIEGO CO.,SAN DIEGO,09/19/2005,1400,Lightning, , ,0,0,1200,0,CA,PST, ,1198922,C,73,SGX,0,0,TRAINED SPOTTER, , , , , , , ,ALPINE,09/20/2005,800, , , , ,"","Widespread thunderstorms resulted in numerous small fires, power outages, and damage to property. The thunderstorms began in southern San Diego County during the afternoon of the 19th and quickly spread northward across Southern California. The storms were most intense during the early morning hours of the 20th, and tens of thousands of Southern California residents were left without power. One lightning strike caused damage to a few homes in Alpine. Funnel clouds were reported in Ramona and Oceanside.",154
5474962,RIVERSIDE CO.,DESERT HOT SPGS,09/19/2005,1600,Lightning, , ,0,0,0,0,CA,PST, ,1198922,C,65,SGX,0,0,TRAINED SPOTTER, , , , , , , ,NORCO,09/20/2005,1300, , , , ,"","Widespread thunderstorms resulted in numerous small fires, power outages, and damage to property. The thunderstorms began in southern San Diego County during the afternoon of the 19th and quickly spread northward across Southern California. The storms were most intense during the early morning hours of the 20th, and tens of thousands of Southern California residents were left without power. One lightning strike caused damage to a few homes in Alpine. Funnel clouds were reported in Ramona and Oceanside.",155
