OBJECTID,YEAR_,STATE,AGENCY,UNIT_ID,FIRE_NAME,INC_NUM,ALARM_DATE,CONT_DATE,CAUSE,COMMENTS,REPORT_AC,GIS_ACRES,C_METHOD,OBJECTIVE,FIRE_NUM,SHAPEAREA,SHAPELEN
42270,2018,CA,CCO,ORC,COSTCO,18107545,2018/09/29 00:00:00+00,2018/09/29 00:00:00+00,14,,,0.01172807,1,1,,68.83452338,41.2967710398599
42271,2018,CA,CCO,ORC,AMENO,18130289,2018/11/26 00:00:00+00,2018/11/26 00:00:00+00,14,,,0.79296416,1,1,,4619.922564795,382.631998281336
42272,2018,CA,CCO,ORC,LAGUNA ,,2018/06/06 00:00:00+00,2018/06/06 00:00:00+00,14,1806212* inc#,,1.11891675,1,1,,6541.98094349,893.321469038042
42273,2018,CA,CCO,ORC,LIVE OAK,18064947,2018/06/16 00:00:00+00,2018/06/14 00:00:00+00,14,,,1.7123965,1,1,,10030.025939515,641.953881226872
42274,2018,CA,CDF,LNU,RESERVOIR,00007083,2018/05/28 00:00:00+00,2018/05/28 00:00:00+00,14,,,5.42695856,1,1,,36585.664272935,1364.73916957353
42275,2018,CA,CDF,LNU,BERREYESSA,00007389,2018/06/01 00:00:00+00,2018/06/01 00:00:00+00,14,,,2.75961018,1,1,,18331.96684676,631.395208980961
42276,2018,CA,CDF,LNU,BELLAGIO,00006606,2018/05/21 00:00:00+00,2018/05/21 00:00:00+00,14,,,12.94914055,1,1,,84896.20894041,1122.05935197164
42277,2018,CA,CDF,LNU,EIGHTY EIGHT,00010755,2018/07/18 00:00:00+00,2018/07/21 00:00:00+00,14,,,822.2300415,2,1,,5458161.71448834,14173.4290035759
42279,2018,CA,CDF,LNU,MADISON,00007376,2018/06/01 00:00:00+00,2018/06/01 00:00:00+00,14,,,12.08517361,1,1,,80274.01933434,1540.65224147808
42280,2018,CA,CDF,LNU,STEELE,00011447,2018/07/28 00:00:00+00,2018/08/01 00:00:00+00,14,,,136.79541016,1,1,,905504.50111208,6334.0759506858
42281,2018,CA,CDF,LNU,NELSON,00012354,2018/08/10 00:00:00+00,2018/08/12 00:00:00+00,14,,,2158.42944336,2,1,,14209553.9833579,20988.6005672497
42282,2018,CA,CDF,LNU,CACHE,00013335,2018/08/26 00:00:00+00,2018/08/28 00:00:00+00,14,,,103.55010986,2,1,,694614.79334501,3283.02480284487
42283,2018,CA,CDF,LNU,MADRONA,00012719,2018/08/16 00:00:00+00,2018/08/16 00:00:00+00,14,,,12.97518826,1,1,,86107.629394715,2142.9884811455
42284,2018,CA,CDF,LNU,EAST,00012207,2018/08/08 00:00:00+00,2018/08/09 00:00:00+00,14,,,40.67442322,1,1,,270520.56615207,2684.22077469039
42285,2018,CA,CDF,LNU,SYAR,00012271,2018/08/09 00:00:00+00,2018/08/09 00:00:00+00,14,,,10.19067001,1,1,,67013.953244175,1477.77830861857
42286,2018,CA,CDF,LNU,GRADE,00013577,2018/08/30 00:00:00+00,2018/08/30 00:00:00+00,14,,,58.43510437,1,1,,390224.653584265,2643.87497030875
42287,2018,CA,CDF,LNU,RIDGE,00003781,2018/09/02 00:00:00+00,2018/09/03 00:00:00+00,14,,,35.20043564,2,1,,235904.988097315,2267.59813062635
42288,2018,CA,CDF,LNU,CARDER,,2018/07/21 00:00:00+00,2018/07/21 00:00:00+00,14,,,50.16753006,1,1,,335833.10810826,3998.39345529979
42289,2018,CA,CDF,LNU,KELSEY,00013848,2018/09/03 00:00:00+00,2018/09/03 00:00:00+00,14,,,24.47021294,1,1,,163837.866458765,2566.61684435198
42290,2018,CA,CDF,LNU,SNELL,0014193,2018/09/08 00:00:00+00,2018/09/15 00:00:00+00,14,,,2488.21801758,2,1,,16563853.271826,24727.2857809383
42293,2018,CA,CDF,RRU,EUCLID,00074609,2018/06/13 00:00:00+00,2018/06/23 00:00:00+00,14,,0.01,156.3772583,1,1,,921320.57835178,8280.47114935977
42294,2018,CA,CDF,RRU,PATTERSON,00062932,2018/05/17 00:00:00+00,2018/05/18 00:00:00+00,2,,1261,1260.98693848,7,1,,7382636.43181773,15872.3050385142
42295,2018,CA,CDF,RRU,SKYLINE LRA,00090869,,,14,,,281.62249756,2,1,,1656089.54993081,7178.54661115222
42296,2018,CA,CDF,RRU,SOBOBA,00116469,2018/09/14 00:00:00+00,2018/09/15 00:00:00+00,14,,30,21.58015633,1,1,,126697.321305785,1856.19376279258
42297,2018,CA,CCO,LAC,RAMBLA,00048048,2018/02/13 00:00:00+00,2018/02/13 00:00:00+00,11,,0.025,0.02526989,1,1,,149.34233214,62.4067150502403
42298,2018,CA,CCO,LAC,BRIDGE,00118530,2018/04/19 00:00:00+00,2018/04/20 00:00:00+00,11,,7.6,7.76794052,1,1,,46535.15698412,1735.42714047585
42299,2018,CA,CCO,LAC,HEFFNER,00134007,2018/05/04 00:00:00+00,2018/05/05 00:00:00+00,14,,18.49,17.86829758,1,1,,106552.044113355,2311.12414603961
42300,2018,CA,CCO,LAC,COMMERCE,00136301,2018/05/06 00:00:00+00,2018/05/06 00:00:00+00,11,,0.5,14.20331383,1,1,,84695.191769905,3047.4423582482
42301,2018,CA,CCO,LAC,SOUTH,00171655,2018/06/09 00:00:00+00,2018/06/12 00:00:00+00,14,,200,175.11593628,7,1,,1042451.64004454,4169.41077631655
42302,2018,CA,CCO,LAC,VIEW,00157745,2018/05/27 00:00:00+00,2018/05/27 00:00:00+00,2,,0.2,0.11315951,1,1,,667.635587005,167.795439276885
42303,2018,CA,CCO,LAC,SUN,00184429,2018/06/21 00:00:00+00,2018/06/21 00:00:00+00,14,,0.1,0.91274685,1,1,,5428.99106451,543.806037283888
42304,2018,CA,CCO,LAC,PICO,00221025,2018/07/23 00:00:00+00,2018/07/23 00:00:00+00,14,,128,90.71767426,7,1,,540422.65287562,4912.35045998413
42305,2018,CA,CCO,LAC,DULCE,00250407,2018/08/18 00:00:00+00,2018/08/18 00:00:00+00,15,,9.9,9.17901039,1,1,,54783.725472545,2078.39087973924
42306,2018,CA,CCO,LAC,VANTAGE,00273301,2018/09/08 00:00:00+00,2018/09/08 00:00:00+00,3,,0.25,0.11957964,1,1,,705.231726415,105.789006110931
42307,2018,CA,CCO,LAC,STONE,00166129,2018/06/04 00:00:00+00,2018/06/05 00:00:00+00,2,,1352,1350.64746094,7,1,,8076638.40502221,23581.6876487379
42308,2018,CA,CCO,LAC,QUAIL,00314199,2018/10/16 00:00:00+00,2018/10/16 00:00:00+00,14,,0.25,2.15534711,1,1,,12957.912361535,860.112573506881
42309,2018,CA,CCO,LAC,WELDON,00331818,2018/11/01 00:00:00+00,2018/11/01 00:00:00+00,2,,0.1,0.08640093,1,1,,514.181612125,97.5897796191574
42310,2018,CA,CCO,LAC,CHARLIE,00288255,2018/09/22 00:00:00+00,2018/09/23 00:00:00+00,14,,3380,3350.52832031,7,1,,20020954.2309461,30913.2829437295
42312,2018,CA,CCO,LAC,MUREAU,00307419,2018/10/10 00:00:00+00,2018/10/10 00:00:00+00,11,,0.25,0.13359658,1,1,,791.40547344,125.802097344848
42313,2018,CA,CCO,LAC,SANTA MARIA,00330515,2018/10/31 00:00:00+00,2018/10/31 00:00:00+00,14,,2,1.34723389,1,1,,7975.653317475,601.421746287067
42314,2018,CA,CCO,LAC,COPCO,00345491,2018/11/07 00:00:00+00,2018/11/14 00:00:00+00,9,,0.1,6.98034477,1,1,,41912.030164955,982.772420850378
42315,2018,CA,CCO,LAC,FAIRMONT,00273722,2018/09/09 00:00:00+00,2018/09/09 00:00:00+00,14,,0.1,219.29870605,7,1,,1316299.02749459,5748.20109397465
42316,2018,CA,CCO,LAC,OAK,00389425,2018/12/25 00:00:00+00,2018/12/25 00:00:00+00,11,,3.2,2.18084955,1,1,,13017.635406995,582.62220109295
42317,2018,CA,CDF,SLU,LAGUNA,00008161,2018/07/29 00:00:00+00,2018/07/29 00:00:00+00,2,Exhaust from mower,1.1,1.11612463,1,1,,6844.777922695,341.531233261971
42318,2018,CA,CDF,SLU,SPRING,00009544,2018/09/02 00:00:00+00,2018/09/02 00:00:00+00,10,Trailer lost wheel dragging along roadway ,48,46.99709702,7,1,,288214.01817224,6330.47286957283
42319,2018,CA,CDF,SKU,WEST,00004125,2018/06/19 00:00:00+00,2018/06/19 00:00:00+00,2,,2,2.1747725,1,1,,15741.39097133,463.647251067498
42320,2018,CA,CDF,SKU,BLUE,00003160,2018/05/15 00:00:00+00,2018/05/15 00:00:00+00,3,,3,2.70159078,1,1,,19746.264279105,697.927633710609
42321,2018,CA,CDF,SKU,HIDDEN,00000747,2018/02/02 00:00:00+00,2018/02/02 00:00:00+00,5,,13,12.39871693,1,1,,90927.19266761,1845.62154511869
42322,2018,CA,CDF,SKU,MUSTANG,00001553,2018/03/07 00:00:00+00,2018/03/07 00:00:00+00,5,,1,1.08673429,1,1,,7846.446326385,416.670405054778
42323,2018,CA,CDF,SKU,ORDWAY,00001682,2018/03/12 00:00:00+00,2018/03/12 00:00:00+00,5,,2,2.1266067,1,1,,15349.077249895,788.30657003156
42324,2018,CA,CDF,SKU,PATTERSON,00002593,2018/04/23 00:00:00+00,2018/04/23 00:00:00+00,5,,1,1.09425378,1,1,,7933.92769013,707.711934505818
42325,2018,CA,CDF,SKU,FRANKLIN,00003090,2018/05/13 00:00:00+00,2018/05/13 00:00:00+00,5,,1,1.05531073,1,1,,7612.221537855,397.736051381084
42326,2018,CA,CDF,SKU,OBERLIN,00003945,2018/06/12 00:00:00+00,2018/06/12 00:00:00+00,2,,2,2.20399356,1,1,,16023.993709665,969.660037411665
42327,2018,CA,CDF,SKU,STEAMBOAT,00004965,2018/07/15 00:00:00+00,2018/07/20 00:00:00+00,1,,224,223.86358643,1,1,,1626249.88633849,5510.01253729567
42328,2018,CA,CDF,SKU,GULCH,00005289,2018/07/23 00:00:00+00,2018/07/26 00:00:00+00,1,,0,0.26562276,1,1,,1931.43460349,206.873501617472
42329,2018,CA,CDF,SKU,NORTH,00005290,2018/07/23 00:00:00+00,2018/07/26 00:00:00+00,1,,2,2.14866805,1,1,,15630.52619002,608.26514356886
42330,2018,CA,CDF,SKU,IRON GATE,00007599,2018/10/10 00:00:00+00,2018/10/12 00:00:00+00,2,,15,15.11181355,1,1,,110620.626282135,2238.14974803402
42331,2018,CA,CDF,SKU,MARTIN,00003698,2018/06/06 00:00:00+00,2018/06/07 00:00:00+00,5,,37,36.80683517,1,1,,266393.864349685,2467.35709460264
42333,2018,CA,CDF,BTU,DARK,00010216,2018/07/10 00:00:00+00,2018/07/10 00:00:00+00,2, ,10,10.91887188,1,1,,74677.93911138,1120.65232283867
42334,2018,CA,CDF,BTU,SIMMONS,00010741,2018/07/19 00:00:00+00,2018/07/19 00:00:00+00,7, ,43,32.67686844,5,1,,222768.398016495,2331.36194363201
42335,2018,CA,CDF,TGU,LANE,00006031,2018/06/24 00:00:00+00,2018/06/24 00:00:00+00,7,,,3416.66088867,7,1,,23818380.8113799,39048.0984497663
42336,2018,CA,CDF,BTU,SHIPPEE,00009333,2018/06/26 00:00:00+00,2018/06/26 00:00:00+00,11, ,346,357.34384155,5,1,,2439297.34195122,7414.67387429369
42337,2018,CA,LRA,,KING,00011860,2018/08/06 00:00:00+00,2018/08/10 00:00:00+00,9,Fed inc# 6894116,12,11.45533466,1,1,,67814.499252675,1352.03114341147
42338,2018,CA,CDF,BDU,STERLING,00012772,2018/08/31 00:00:00+00,2018/09/07 00:00:00+00,9,Fed inc# 6894129,69.5,69.48308563,1,1,,411727.995361515,6676.07610373717
42339,2018,CA,CDF,BEU,AIRLINE,00002666,2018/06/21 00:00:00+00,2018/06/22 00:00:00+00,11,,,1312.84082031,7,1,,8215163.4717381,16057.3785201583
42340,2018,CA,CDF,MVU,PASQUAL,00011206,2018/07/29 00:00:00+00,2018/12/18 00:00:00+00,14,,,327.58612061,6,1,,1893313.04321051,8737.09418619904
42341,2018,CA,CDF,LMU,ROXIE,00003881,2018/07/26 00:00:00+00,2018/07/27 00:00:00+00,14,,,256.14559937,2,1,,1786833.221792,6497.52284312261
42342,2018,CA,CDF,LNU,SPRING 2,00010121,2018/07/09 00:00:00+00,2018/07/11 00:00:00+00,14,,,97.33000183,1,1,,820077.30548658,5376.88824049365
42343,2018,CA,CDF,BDU,VALLEY,00009683,2018/07/06 00:00:00+00,2018/07/20 00:00:00+00,9, Fed inc # 10610,1348,1343.20812988,1,1,,7948315.91661364,14286.154453939
42344,2018,CA,USF,INF,LOST,00002037,2018/10/03 00:00:00+00,2018/11/28 00:00:00+00,1,11/9/2018 no smoke showing within the containment*,51.5,46.22608185,1,1,,298704.736340495,2382.43172460947
42345,2018,CA,USF,INF,OWENS,00001394,2018/07/31 00:00:00+00,2018/08/29 00:00:00+00,1,"312 Acre lightning caused fire, started on south *",312,308.78491211,1,1,,2001973.9747696,9572.6134773734
42346,2018,CA,USF,INF,GEORGES,00001071,2018/07/08 00:00:00+00,2018/09/02 00:00:00+00,1,"Lightning started in dense, decadant bitterbrush *",2941,2942.35424805,1,1,,18534795.4005338,35444.8927180754
42347,2018,CA,USF,STF,LOST,,2018/07/12 00:00:00+00,2018/07/30 00:00:00+00,9,inc #  0000135*,7.4,6.80999327,1,1,,44203.571975545,1454.23194662718
42348,2018,CA,USF,STF,HUNTER,00000025,2018/07/30 00:00:00+00,2018/07/30 00:00:00+00,9,,4.24,4.40393114,1,1,,28889.0089654,805.083133197967
42349,2018,CA,USF,STF,SODA,,2018/11/11 00:00:00+00,,14,inc # 0000275*,10.3,10.34346294,1,1,,67908.669430785,1725.98510328847
42352,2018,CA,USF,SRF,GRAPE,00000382,2018/04/24 00:00:00+00,2018/06/20 00:00:00+00,5, ,244,244.01832581,8,1,,1720063.97457221,7309.11182766493
42353,2018,CA,USF,SHF,KERLIN,00001438,2018/09/04 00:00:00+00,2018/09/17 00:00:00+00,9,Cont_date from USFSwebsite,1751,1752.5657959,3,1,,12324544.9304126,24475.0234911049
42356,2018,CA,USF,MNF,EEL,00000874,2018/07/31 00:00:00+00,2018/10/11 00:00:00+00,9,TOTAL_ACRES_BURNED is incorrect in FIRESTAT,938,939.28417969,1,1,,6453168.85060682,18743.4058659334
42357,2018,CA,USF,MNF,OPEN,00000565,2018/06/01 00:00:00+00,2018/06/27 00:00:00+00,7, ,127,113.00891876,8,1,,768391.380247625,5420.41648369756
42358,2018,CA,USF,ANF,DEL,00003472,2018/09/11 00:00:00+00,2018/09/14 00:00:00+00,10,Semi truck fire that spread to the brush,12.2,12.19320869,1,1,,73116.249814415,1389.31649914002
42359,2018,CA,USF,ANF,FORK,00003454,2018/09/09 00:00:00+00,2018/10/05 00:00:00+00,9,,166,138.70854187,3,1,,823294.267149995,4517.76013164562
42360,2018,CA,USF,ANF,STONE,00001898,2018/06/04 00:00:00+00,2018/06/15 00:00:00+00,2,,1436,1435.69567871,3,1,,8585170.50555253,18704.7982400268
42361,2018,CA,USF,ANF,SAN,00004130,2018/11/02 00:00:00+00,2018/11/07 00:00:00+00,4,,11,14.01696777,1,1,,83089.246461755,1806.09641533675
42362,2018,CA,USF,LPF,FRONT,00002334,2018/08/19 00:00:00+00,2018/11/07 00:00:00+00,9,,1014,1014.50427246,1,1,,6143249.40407047,17214.5030047812
42363,2018,CA,USF,LPF,ADAMS,00001951,2018/07/19 00:00:00+00,2018/08/01 00:00:00+00,1,,13.3,19.00345802,1,1,,114041.95346966,1932.6587800852
42364,2018,CA,USF,LPF,CANYON,00001586,2018/06/23 00:00:00+00,2018/07/14 00:00:00+00,2,,62,62.00304031,1,1,,370833.165669085,4159.13788547661
42365,2018,CA,USF,LPF,OGILVY,00002476,2018/09/01 00:00:00+00,2018/10/16 00:00:00+00,1,,172,165.36457825,1,1,,989082.633309785,7501.94156768744
42366,2018,CA,USF,SQF,WOOD,00000782,2018/05/21 00:00:00+00,2018/07/23 00:00:00+00,1,,96,97.1416626,1,1,,602380.898834635,3616.6219259442
42367,2018,CA,USF,SQF,MOUNTAINEER,00002786,2018/10/13 00:00:00+00,2018/12/17 00:00:00+00,1,,528,1270.35180664,3,1,,7917223.89089269,15407.7909242636
42368,2018,CA,USF,SQF,ALDER,00002733,2018/10/04 00:00:00+00,2018/12/17 00:00:00+00,1,,2682,4652.92529297,3,1,,29004833.1727912,29146.5551384664
42369,2018,CA,USF,SQF,BASKET,00002543,2018/09/15 00:00:00+00,2018/10/01 00:00:00+00,4,,15,15.45002079,1,1,,94870.20901878,1589.06967632046
42370,2018,CA,USF,SQF,CALL,00002140,2018/08/18 00:00:00+00,2018/09/09 00:00:00+00,9,,367,367.56152344,6,1,,2250580.69697065,9006.19570358473
42371,2018,CA,USF,SQF,MOSES,00002820,2018/10/17 00:00:00+00,2018/12/17 00:00:00+00,1,,19,19.13068008,3,1,,119358.838943345,1504.77726867657
42372,2018,CA,USF,SQF,HOOPER,00001162,2018/06/18 00:00:00+00,2018/07/06 00:00:00+00,9,,12,12.80139542,1,1,,78537.996403235,1243.67038632496
42373,2018,CA,USF,TNF,NORTH,00001355,2018/09/03 00:00:00+00,2018/10/17 00:00:00+00,4,,1120,1120.0267334,1,1,,7572320.92040328,24876.7425270547
42374,2018,CA,USF,CNF,WEST,00002238,2018/07/06 00:00:00+00,2018/07/10 00:00:00+00,2,"Fire started on FS DPA, spotted across Alpine BL * CALFIRE inc 00004125",505.4,505.3999939,6,1,,2904667.07490535,9257.29522440155
42375,2018,CA,USF,CNF,SKYLINE,00002422,2018/07/19 00:00:00+00,2018/08/03 00:00:00+00,9,"E-320 dispatched 15:25, on scene 15:40 w.AZ E-231*",281.42,281.6000061,6,1,,1656089.54993081,7178.54661115222
42377,2018,CA,USF,MDF,MEADOW,00000640,2018/07/15 00:00:00+00,2018/08/05 00:00:00+00,1,,60,60,1,1,,442099.428342725,2455.97379386326
42378,2018,CA,USF,MDF,KELLY,00000620,2018/07/14 00:00:00+00,2018/08/03 00:00:00+00,1,,52.5,52.76370621,1,1,,381116.342699025,2345.08202973831
42379,2018,CA,USF,MDF,JUNIPER,00000728,2018/07/18 00:00:00+00,2018/07/31 00:00:00+00,1,,79,79.81784821,8,1,,581574.04667654,2870.39523866457
42381,2018,CA,USF,MDF,QUARANTINE,00001212,2018/08/15 00:00:00+00,2018/08/29 00:00:00+00,1,,27.4,27.64391518,1,1,,200090.01522055,1957.73306152095
42382,2018,CA,USF,MDF,ESSEX,00001377,2018/09/02 00:00:00+00,2018/09/16 00:00:00+00,1,,19,19.30824661,1,1,,139573.42732507,1417.48131192786
42383,2018,CA,USF,MDF,BATTLE,00000811,2018/07/22 00:00:00+00,2018/09/11 00:00:00+00,1,,223,220.25360107,1,1,,1600283.94996516,4945.42214558482
42384,2018,CA,USF,PNF,FRENCH,00000354,2018/04/26 00:00:00+00,2018/05/01 00:00:00+00,5,,20.25,20.24248886,1,1,,139786.604388705,1778.27022678162
42385,2018,CA,USF,PNF,CROCKER,00001283,2018/07/24 00:00:00+00,2018/10/07 00:00:00+00,1,,84,87.34658051,1,1,,601186.51031663,3596.50219128322
42386,2018,CA,USF,PNF,MURPHY,00001500,2018/08/07 00:00:00+00,2018/10/07 00:00:00+00,9, ,117,117.07558441,1,1,,808258.056671635,5327.98028815254
42389,2018,CA,USF,SNF,EAGLE,,2018/10/02 00:00:00+00,2018/10/08 00:00:00+00,1,inc 0000132*,33,30.3447094,6,1,,192573.228794055,2170.75327027614
42390,2018,CA,LRA,,NORTH PARK,00014671,2018/10/12 00:00:00+00,2018/10/15 00:00:00+00,9,,34.7,34.76906204,1,1,,206152.476620165,3414.91245703444
42391,2018,CA,USF,BDF,KENBROOK,00013913,2018/09/26 00:00:00+00,2018/10/15 00:00:00+00,9,,51.4,51.38762283,1,1,,305064.756487725,3344.41337990047
42392,2018,CA,USF,BDF,CREEK,00010298,2018/06/30 00:00:00+00,2018/07/20 00:00:00+00,9,,32.7,32.70470047,1,1,,193848.449668285,3406.75797857651
42393,2018,CA,USF,BDF,BOX,00010596,2018/07/06 00:00:00+00,2018/07/20 00:00:00+00,2,,61,61.23164749,1,1,,363515.7469102,2786.71796346953
42395,2018,CA,USF,LNF,SPRING,00003719,2018/07/18 00:00:00+00,2018/08/29 00:00:00+00,1,,20,20.03000069,1,1,,139908.228728095,3425.48067105175
42396,2018,CA,USF,LNF,WILSON,00005194,2018/09/28 00:00:00+00,2018/11/30 00:00:00+00,9,,271,260.98999023,1,1,,1823246.17601083,10120.9628955523
42397,2018,CA,USF,LNF,H-2 CAMP,00003647,2018/07/15 00:00:00+00,2018/11/02 00:00:00+00,1, ,62,56.5958252,8,1,,400709.8731217,5622.98465281915
42398,2018,CA,USF,KNF,COUGAR,00002992,2018/03/31 00:00:00+00,2018/06/26 00:00:00+00,2,,24,23.98479271,8,1,,173389.429412355,3588.0322293321
42399,2018,CA,USF,KNF,CHERRY,00004399,2018/06/27 00:00:00+00,2018/07/02 00:00:00+00,5,,63,62.81454086,8,1,,458277.725257485,3491.90726737879
42400,2018,CA,USF,KNF,PETERSBURG,00004499,2018/07/01 00:00:00+00,2018/10/05 00:00:00+00,9,WFDSS,215,225.59812927,8,1,,1608764.33466978,7117.03988915681
42402,2018,CA,USF,HTF,CLIFF,00030561,2018/08/28 00:00:00+00,2018/08/28 00:00:00+00,14,,,1.613114,3,1,,10651.982720155,420.101243390605
42403,2018,CA,USF,CNF,JIM,00001756,2018/06/05 00:00:00+00,2018/06/18 00:00:00+00,14,,,0.59549946,1,1,,3488.755634855,296.700591885704
42404,2018,CA,USF,CNF,MONTE,00001363,2018/05/09 00:00:00+00,2018/05/10 00:00:00+00,14,,,13.08841896,8,1,,75336.91576227,1296.80092679429
42406,2018,CA,USF,BDF,RIBBON,00011421,2018/07/28 00:00:00+00,2018/08/03 00:00:00+00,14,,,222.28303528,8,1,,1299608.99755536,12886.853879747
42407,2018,CA,USF,SQF,ROCK,00002758,2018/10/29 00:00:00+00,2018/10/30 00:00:00+00,14,,,1.74101031,1,1,,10989.634102225,640.420325235795
42408,2018,CA,USF,HTF,SILVER KING,00030556,2018/08/30 00:00:00+00,2018/08/31 00:00:00+00,14,,,11.84939098,3,1,,78243.92417843,1703.92906076635
42410,2018,CA,USF,HTF,GOLD,00030274,2018/06/27 00:00:00+00,2018/08/03 00:00:00+00,14,,,0.42570049,1,1,,2840.956486985,223.378110836884
42411,2018,CA,USF,RRS,POKER,00000350,2018/07/22 00:00:00+00,2018/12/18 00:00:00+00,14,,,4.83789206,7,1,,35453.46525309,682.970621201934
42412,2018,CA,BLM,CND,HOT CREEK,00001396,2018/07/31 00:00:00+00,2018/08/29 00:00:00+00,1,,436,436.23019409,1,1,,2825221.89519241,12650.1196530367
42413,2018,CA,BLM,NOD,TUMBLEWEED,00002938,2018/06/14 00:00:00+00,2018/06/19 00:00:00+00,10,,645.7,645.41143799,7,1,,4507079.97921484,14778.2053823307
42414,2018,CA,BLM,NOD,EAGLE,00003575,2018/07/14 00:00:00+00,2018/08/06 00:00:00+00,2,,2066,2097.87548828,7,1,,15040918.0347015,18179.7783321187
42415,2018,CA,BLM,NOD,LIKELY,00004138,2018/08/05 00:00:00+00,2018/08/07 00:00:00+00,10,,15.7,16.19205284,1,1,,116155.170307625,1806.16309193085
42416,2018,CA,BLM,CND,MCGEE,00001743,2018/08/30 00:00:00+00,2018/09/02 00:00:00+00,14,,10,11.7364397,1,1,,75817.12993779,1356.10087540863
42417,2018,CA,BLM,NOD,CONSTANTIA,00003450,2018/08/05 00:00:00+00,2018/08/06 00:00:00+00,,,,11.72882175,1,1,,80896.57200891,1606.83953564663
42418,2018,CA,NPS,YNP,UNICORN,,2018/07/29 00:00:00+00,2018/11/30 00:00:00+00,1,Unicorn 2018CAYNP-63,0,2.77279592,1,1,,18026.75748212,607.924946723049
42419,2018,CA,NPS,YNP,TILTILL,,2018/07/13 00:00:00+00,2018/08/21 00:00:00+00,1,WFMI 726787 Tiltill 2018CAYNP-55,0,14.11243057,1,1,,91973.0907109,2056.81380953205
42420,2018,CA,NPS,RNP,LIMANTOUR,,2018/07/09 00:00:00+00,2018/07/10 00:00:00+00,10,Limantour 2018CARNP-18,0,1.36232412,1,1,,8853.52901792,644.803535318011
42421,2018,CA,NPS,CNP,SANTA CRUZ,,2018/03/27 00:00:00+00,2018/04/05 00:00:00+00,18,on TNC lands,0,258.63864136,1,1,,1525346.65889614,17938.5034220002
42422,2018,CA,NPS,KNP,EDEN,,2018/10/04 00:00:00+00,2018/12/04 00:00:00+00,1,Eden 2018CAKNP-16,0,1777.23156738,5,1,,11128713.9450338,15865.3825164242
42423,2018,CA,NPS,SMP,SERRA,,2018/01/29 00:00:00+00,2018/01/30 00:00:00+00,14,"Serra 1/29/2018, LACFD reported 2acres. Some susp*",0,2.60003543,8,1,,15365.12775706,812.743123354565
42424,2018,CA,NPS,KNP,THARPS,,2018/10/12 00:00:00+00,2018/11/28 00:00:00+00,1,Tharps 2018CAKNP-17,0,1.36387384,1,1,,8573.98507531,830.413822877817
42425,2018,CA,NPS,KNP,DENNISON,,2018/10/13 00:00:00+00,2018/12/04 00:00:00+00,1,Dennison 2018CAKNP-17,0,87.05397797,5,1,,543903.474405865,4106.20069826419
42426,2018,CA,NPS,SMP,KNOLLS,,2018/10/19 00:00:00+00,2018/10/20 00:00:00+00,4,"Knolls 10/19/2018 0046hr, Campfire = cooking fire*",0,1.21344805,8,1,,7171.232573035,474.976090752375
42427,2018,CA,NPS,YNP,INDIAN,,2018/09/04 00:00:00+00,2018/11/26 00:00:00+00,1,WFMI 726788 Indian 2018CAYNP-85,0,358.38201904,1,1,,2326411.13980819,10069.1350932502
42428,2018,CA,NPS,KNP,HORSE CREEK,,2018/07/19 00:00:00+00,2018/09/06 00:00:00+00,1,Horse Creek 2018CAKNP-85,0,34.50867462,7,1,,216188.57634471,3624.54944450134
42429,2018,CA,NPS,YNP,RANCHERIA,,2018/09/08 00:00:00+00,2018/11/30 00:00:00+00,1,WFMI 726785 Rancheria 2018CAYNP-91,0,54.74781418,7,1,,356834.286449135,3080.46710899898
42430,2018,CA,NPS,SMP,CORNELL,,2018/05/29 00:00:00+00,2018/05/30 00:00:00+00,14,"Cornell 5/29/2018 1400hr, Equipment, cause = NPS *",0,0.87380928,8,1,,5173.267302095,298.061376273083
42431,2018,CA,NPS,KNP,NORTH BUBBS,,2018/08/01 00:00:00+00,2018/09/06 00:00:00+00,1,North Bubbs 2018CAKNP-10,0,173.45657349,7,1,,1096780.94131054,6271.43943570622
42432,2018,CA,BIA,,AGUA CALIENTE,00010608,2018/07/09 00:00:00+00,2018/07/10 00:00:00+00,11,,,108.66139221,1,1,,637943.04343917,8232.81649860454
42433,2018,CA,BIA, ,MARTINEZ,00011326,2018/07/25 00:00:00+00,2018/07/26 00:00:00+00,14,,,24.77532578,7,1,,144773.74931777,1974.37415827635
42435,2018,CA,CDF,SLU,WATER,00005348,2018/05/24 00:00:00+00,2018/05/24 00:00:00+00,11,Electrical Power,88,87.86207581,1,1,,537762.546247895,4458.32059013027
42436,2018,CA,CDF,SLU,RANGE,00001191,2018/02/12 00:00:00+00,2018/02/12 00:00:00+00,9,Munitions (Star Cluster) during military training,1.4,5.25598001,7,1,,32041.103030815,676.430612672391
42437,2018,CA,CDF,SLU,VINEYARD,00005561,2018/05/30 00:00:00+00,2018/05/30 00:00:00+00,2,Mowing,25,25.31846046,6,1,,155858.84221989,2373.41049827729
42438,2018,CA,CDF,SLU,RESORT,00005781,2018/06/13 00:00:00+00,2018/06/13 00:00:00+00,14,,13,12.95727825,1,1,,79797.468315605,2324.57871367597
42439,2018,CA,CDF,SLU,TOWNSITE,00006111,2018/06/12 00:00:00+00,2018/06/12 00:00:00+00,2,,6,5.65135479,6,1,,34247.641793865,969.556173017283
